NR,C,13|NAME,C,30|ZUSATZ,C,254|ZUSATZNR,C,11|EINHEIT,C,8|PREISA,C,10|SOPREISA,C,10|PREISB,C,10|SOPREISB,C,10|TEXT,C,254|TEXT_2,C,254|TEXT_3,C,254|TEXT_4,C,254|TEXT2,C,254|TEXT2_2,C,254|TEXT2_3,C,254|TEXT2_4,C,254|TEXT3,C,254|TEXT3_2,C,254|TEXT3_3,C,254|TEXT3_4,C,254|EAN,C,13|MHD,C,10|HALTBTAGE,C,3|GRAFIK,C,254|GRAFIK2,C,254|VKGEWICHT,C,8|KGPREISA,C,25|KGPREISB,C,25|BPTEXT1,C,254|BPTEXT1_2,C,254|BPTEXT1_3,C,254|BPTEXT1_4,C,254|BPTEXT2,C,254|BPTEXT2_2,C,254|BPTEXT2_3,C,254|BPTEXT2_4,C,254|BPTEXT3,C,254|BPTEXT3_2,C,254|BPTEXT3_3,C,254|BPTEXT3_4,C,254|BPTEXT4,C,254|BPTEXT4_2,C,254|BPTEXT4_3,C,254|BPTEXT4_4,C,254|BPTEXT5,C,254|BPTEXT5_2,C,254|BPTEXT5_3,C,254|BPTEXT5_4,C,254|BPTEXT6,C,254|BPTEXT6_2,C,254|BPTEXT6_3,C,254|BPTEXT6_4,C,254|BPTEXT7,C,254|BPTEXT7_2,C,254|BPTEXT7_3,C,254|BPTEXT7_4,C,254|BPTEXT8,C,254|BPTEXT8_2,C,254|BPTEXT8_3,C,254|BPTEXT8_4,C,254|BPTEXT9,C,254|BPTEXT9_2,C,254|BPTEXT9_3,C,254|BPTEXT9_4,C,254|BPTEXT10,C,254|BPTEXT10_2,C,254|BPTEXT10_3,C,254|BPTEXT10_4,C,254|LINKARTIK,C,30|LINKPREIS,C,10|KJ,C,10|KCAL,C,10|EIWEISS,C,10|FETT,C,10|KOHLENHYDR,C,10|GESFETTSAE,C,10|ZUCKER,C,10|BALLASTSTO,C,10|KOCHSALZ,C,10|BEINHEITEN,C,10|GRAMMBE,C,10|ALLERGENE,C,254
764|Retouren Denn´s|||500g|0,000|0,000|0,000|0,000||||||||||||||15.07.2020|||||||Roggenschrot; Sauerteig Roggenschrot; Wasser; Sonnenblumenkerne; Kürbiskerne; Leinsaat; Hirse; Leinsaat braun; Reis natur rund; Roggen; Salz; Hefe||||Energie in kJ: 1305 / in kcal: 312  /  Eiweiß: 10,4 g  /  Kohlenhydrate: 40,7 g  /  davon Zucker: 2,2 g  /  Fett: 11,1 g  /  davon ges. Fettsäuren: 1,5 g  /  Ballaststoffe: 10,6 g  /  Salz: 2,1 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 29 g||||Sauerteig Roggenschrot, Wasser. - Enthaltene Allergene: Gluten|||||||||||||||||||||||||||||||||||||||||||||
765|Flyer 25 Stk.|||500g|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
767|*Blaubeerstreusel bio 1 Blech|||500g|56,250|0,000|56,250|0,000||||||||||||||15.07.2020||||500 g|112,500|11,250|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; ROGGEN GEQUETSCHT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 838 kJ / 200 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,6 g  /  davon Zucker: 2,3 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,0 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO"||||||||||||||||||||||||||||||||||838|200|5,95 g|1,01 g|40,57 g|0,20 g|2,32 g|8,93 g|1,24 g|3,38|29,58 g|Gluten
771|WSK - Hartgebäck|||Stück|1,500|0,000|1,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
772|WSK - Schnitte 1|||Stück|1,500|0,000|1,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
773|WSK - Schnitte 2|||Stück|1,500|0,000|1,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
774|WSK - Sahnestück 1|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
775|WSK - Sahnestück 2|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
776|La Flute Schule hell|||Stück|1,250|0,000|1,250|0,000|Weizenmehl, Salz, Brötchenbackmittel, Weizenkleber, Hefe, Kuchensuper, Wasser|||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
776a| La Flute Schule dunkel|||Stück|1,250|0,000|1,250|0,000|Weizenmehl, Salz, Brötchenbackmittel, Weizenkleber, Hefe, Kuchensuper, Wasser|||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
776b| La Flute dkl halbgeb.|||Stück|1,250|0,000|1,250|0,000|Weizenmehl, Salz, Brötchenbackmittel, Weizenkleber, Hefe, Kuchensuper, Wasser|||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
777a|Nusshörnchen klein|||Stück|0,850|0,000|0,850|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
778| Flute Schule dkl.Meterbrot|||Stück|5,450|0,000|5,450|0,000|Weizenmehl, Salz, Brötchenbackmittel, Weizenkleber, Hefe, Kuchensuper, Wasser|||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
778a| Flute Schule hell Meter|||Stück|5,150|0,000|5,150|0,000|Weizenmehl, Salz, Brötchenbackmittel, Weizenkleber, Hefe, Kuchensuper, Wasser|||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
779|*La Flute bio|||Stück|1,250|0,000|1,250|0,000|WEIZENmehl 550, Bio-Realhefe, DINKELmalz, Meersalz*, Acerola, Rohrohrzucker, Guarkernmehl, WEIZENmalz, WEIZENkleber|||||||||||||15.07.2020||||200 g|6,250|0,625|WEIZENMEHL TYPE 550 BIO*; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäure); Bio|-Realhefe bio; ÖKO FEE DINKELMALZ; Meersalz fein; Wasser; Acerola kbA|||Ø je 100 g:  Energie: 1354 kJ / 324 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 66,3 g  /  davon Zucker: 1,6 g  /  Ballaststoffe: 4,2 g  /  Eiweiß: 10,5 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 5,5  /  1 BE entspricht: 18 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA, ÖKO FEE DINKELMALZ"||||||||||||||||||||||||||||||||||1354|324|10,54 g|1,25 g|66,33 g|0,18 g|1,56 g|4,22 g|2,02 g|5,53|18,09 g|Gluten
779b| La Flute bio* halbgebacken|||Stück|1,250|0,000|1,250|0,000|Weizenmehl 550*, Wasser, Bio Real Hefe*, Meersalz Roggen Natursauerteig*|||||||||||||15.07.2020||||200 g|6,250|0,625|WEIZENMEHL TYPE 550 BIO*; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENMEHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäure); Bio|-Realhefe bio; Öko Fee Dinkelmalz; Meersalz fein; Wasser; Acerola kbA|||Ø je 100 g:  Energie: 1311 kJ / 313 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 64,6 g  /  davon Zucker: 1,5 g  /  Ballaststoffe: 4,0 g  /  Eiweiß: 10,1 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 5,4  /  1 BE entspricht: 19 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, BACKNATUR BRÖTCHENPLUS KBA"||||||||||||||||||||||||||||||||||1311|313|10,07 g|1,18 g|64,58 g|0,18 g|1,48 g|3,96 g|2,02 g|5,38|18,58 g|Gluten
780|Roggenvollwertbrötchen|||Stück|0,550|0,000|0,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
788|Schokoladenkuchen, 1 Blech|||Stück|27,600|0,000|27,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
790|Baiser bio 500g|||Stück|31,500|0,000|31,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
799|Papiertüte Gr.2(20x6x31) bio|||Stück|18,800|0,000|18,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
800|Papiertüte Gr.1(14x7x28) bio|||Stück|14,350|0,000|14,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
801|Broot-Tüüt|||Stück|7,700|0,000|7,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
802|Papiertüte Gr.3(16x8x35) bio|||Stück|19,050|0,000|19,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
803|Papiertüte Gr.4(20x6x43) bio|||Stück|25,250|0,000|25,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
804|Snack-Tüüt|||Stück|8,800|0,000|8,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
805|Papierrolle bio|||Stück|31,700|0,000|31,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
810|*Panini Naturale bio 60 Stk.|||Stück|32,750|0,000|32,750|0,000||||||||||||||15.07.2020||||80 g|409,375|40,938|PANINI NATURALE BIO SCHEDEL||||Ø je 100 g:  Energie: 1204 kJ / 288 kcal  /  Fett: 5,7 g  /  davon ges. Fettsäuren: 0,8 g  /  Kohlenhydrate: 48,7 g  /  davon Zucker: 1,4 g  /  Ballaststoffe: 2,6 g  /  Eiweiß: 8,5 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 4,1  /  1 BE entspricht: 25 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Gerste).
 - Zutaten mit ausgewiesenen Allergenen: PANINI NATURALE BIO SCHEDEL"||||||||||||||||||||||||||||||||||1204|288|8,50 g|5,70 g|48,70 g|0,80 g|1,40 g|2,60 g|1,70 g|4,06|24,64 g|Gluten
811a|Dinkelberliner Marmelade Bio|||Stück|2,100|0,000|2,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
812|*Berliner Pflaume bio|||Stück|1,900|0,000|1,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
813|*Berliner m. Hagebutt bio|||Stück|1,900|0,000|1,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
814|Berliner Crispycaramel|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
815|Berliner mit Schoko|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
816|*Deichbrot bio|||Stück|2,990|0,000|2,990|0,000|"Roggenschrot, Natur-Sauerteig, Meersalz*, Vollreis, Leinsaat, Sonnenblumen-
kerne, Hafer, Sesamsaat, Hirse, Bioreal-Hefe, Kürbiskerne"||||"AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB 
AAAAAAAAAA"|" BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB 
AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBB"|B AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB AAAAAAAAAA BBBBBBBBBB|||||||15.07.2020||||500 g|5,980|0,598|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Wasser; ROGGENSCHROT BIO; Sonnenblumenkerne bio; Kürbiskerne bio; Leinsaat bio; Hirse bio; Leinsaat braun bio; Reis natur rund bio; ROGGEN BIO; Salz; Bio-Realhefe bio||||Ø je 100 g:  Energie: 1031 kJ / 246 kcal  /  Fett: 11,0 g  /  davon ges. Fettsäuren: 1,4 g  /  Kohlenhydrate: 26,7 g  /  davon Zucker: 1,9 g  /  Ballaststoffe: 7,6 g  /  Eiweiß: 8,4 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 2,2  /  1 BE entspricht: 45 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGEN BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||1031|246|8,45 g|10,99 g|26,73 g|1,42 g|1,85 g|7,60 g|1,97 g|2,23|44,90 g|Gluten
817|*Kornspatz bio|||Stück|2,990|0,000|2,990|0,000|Roggen (gebrochen), Roggenschrot, Mais-Backferment*, Meersalz*, Maismehl|||||||||||||15.07.2020||||500 g|5,980|0,598|Wasser; ROGGEN GEQUETSCHT BIO; ROGGENSCHROT BIO; Sonnenblumenkerne bio; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Salz; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz)||||Ø je 100 g:  Energie: 878 kJ / 210 kcal  /  Fett: 5,7 g  /  davon ges. Fettsäuren: 0,7 g  /  Kohlenhydrate: 32,4 g  /  davon Zucker: 0,6 g  /  Ballaststoffe: 7,5 g  /  Eiweiß: 6,8 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 2,7  /  1 BE entspricht: 37 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: ROGGENSCHROT BIO, SAUERTEIG ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO, ROGGEN GEQUETSCHT VERSPÄTET"||||||||||||||||||||||||||||||||||878|210|6,77 g|5,68 g|32,37 g|0,72 g|0,58 g|7,46 g|1,24 g|2,70|37,07 g|Gluten
817a|Kornspatz UNGESCHNITTEN bio|||Stück|2,990|0,000|2,990|0,000||||||||||||||15.07.2020||||500 g|5,980|0,598|Wasser; ROGGEN GEQUETSCHT BIO; ROGGENSCHROT BIO; Sonnenblumenkerne bio; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Salz; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz)||||Ø je 100 g:  Energie: 878 kJ / 210 kcal  /  Fett: 5,7 g  /  davon ges. Fettsäuren: 0,7 g  /  Kohlenhydrate: 32,4 g  /  davon Zucker: 0,6 g  /  Ballaststoffe: 7,5 g  /  Eiweiß: 6,8 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 2,7  /  1 BE entspricht: 37 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: ROGGENSCHROT BIO, SAUERTEIG ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO, ROGGEN GEQUETSCHT VERSPÄTET"||||||||||||||||||||||||||||||||||878|210|6,77 g|5,68 g|32,37 g|0,72 g|0,58 g|7,46 g|1,24 g|2,70|37,07 g|Gluten
818|*Möhrenbrot bio|||Stück|2,990|0,000|2,990|0,000|Dinkel (gequetscht), Natur-Sauerteig (Roggenschrot), Möhren, Bioreal-Hefe, Meersalz*|||||||||||||15.07.2020||||500 g|5,980|0,598|DINKEL GEQUETSCHT BIO; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Möhren bio; Bio-Realhefe bio; Salz; Wasser||||Ø je 100 g:  Energie: 982 kJ / 235 kcal  /  Fett: 1,6 g  /  davon ges. Fettsäuren: 0,6 g  /  Kohlenhydrate: 43,4 g  /  davon Zucker: 2,5 g  /  Ballaststoffe: 8,0 g  /  Eiweiß: 8,5 g  /  Salz: 1,4 g  /  Broteinheiten (BE): 3,6  /  1 BE entspricht: 28 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: DINKEL GEQUETSCHT BIO, SAUERTEIG ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||982|235|8,51 g|1,61 g|43,38 g|0,62 g|2,47 g|8,01 g|1,43 g|3,62|27,66 g|Gluten
818a|Möhrenbrot UNGESCHNITTEN bio|||Stück|2,990|0,000|2,990|0,000||||||||||||||15.07.2020||||500 g|5,980|0,598|DINKEL GEQUETSCHT BIO; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Möhren bio; Bio-Realhefe bio; Salz; Wasser||||Ø je 100 g:  Energie: 982 kJ / 235 kcal  /  Fett: 1,6 g  /  davon ges. Fettsäuren: 0,6 g  /  Kohlenhydrate: 43,4 g  /  davon Zucker: 2,5 g  /  Ballaststoffe: 8,0 g  /  Eiweiß: 8,5 g  /  Salz: 1,4 g  /  Broteinheiten (BE): 3,6  /  1 BE entspricht: 28 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: DINKEL GEQUETSCHT BIO, SAUERTEIG ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||982|235|8,51 g|1,61 g|43,38 g|0,62 g|2,47 g|8,01 g|1,43 g|3,62|27,66 g|Gluten
819|*Kraftbrot bio|||Stück|2,990|0,000|2,990|0,000|Roggenflocken (70%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe|||||||||||||15.07.2020||||500 g|5,980|0,598|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; ROGGEN GEQUETSCHT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 838 kJ / 200 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,6 g  /  davon Zucker: 2,3 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,0 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO"||||||||||||||||||||||||||||||||||838|200|5,95 g|1,01 g|40,57 g|0,20 g|2,32 g|8,93 g|1,24 g|3,38|29,58 g|Gluten
819a|Kraftbrot UNGESCHNITTEN bio|||Stück|2,990|0,000|2,990|0,000||||||||||||||15.07.2020||||500 g|5,980|0,598|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; ROGGEN GEQUETSCHT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 838 kJ / 200 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,6 g  /  davon Zucker: 2,3 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,0 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO"||||||||||||||||||||||||||||||||||838|200|5,95 g|1,01 g|40,57 g|0,20 g|2,32 g|8,93 g|1,24 g|3,38|29,58 g|Gluten
820|*Dinkel-Korniss bio 60 Stk.|||Stück|47,650|0,000|47,650|0,000||||||||||||||15.07.2020||||60 g|794,167|79,417|DINKELMEHL TYPE 630 BIO; Wasser; Leinsaat bio; Gerstenmalzsirup bio; Sonnenblumenöl gedämpft kbA; Salz; Hirse bio; Leinsaat braun bio; Reis natur rund bio; ROGGEN BIO; Sonnenblumenkerne bio; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENM|EHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäure); Bio-Realhefe bio|||Ø je 100 g:  Energie: 1163 kJ / 278 kcal  /  Fett: 5,7 g  /  davon ges. Fettsäuren: 0,7 g  /  Kohlenhydrate: 44,9 g  /  davon Zucker: 2,1 g  /  Ballaststoffe: 4,3 g  /  Eiweiß: 9,2 g  /  Salz: 1,6 g  /  Broteinheiten (BE): 3,7  /  1 BE entspricht: 27 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: DINKELMEHL TYPE 630 BIO, BACKNATUR BRÖTCHENPLUS KBA, ROGGEN BIO"||||||||||||||||||||||||||||||||||1163|278|9,23 g|5,72 g|44,88 g|0,66 g|2,09 g|4,27 g|1,57 g|3,74|26,74 g|Gluten
820a|Berliner mit Eierlikör|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
821|Berliner mit Senf|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
822|Berliner Vanillecreme|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
823|Berliner mit Bailey's|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
824|Berliner mit Crisbykarmel|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
828|Campingwecke bio|||Stück|0,900|0,000|0,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
829|Körner-Schulbrötchen bio|||Stück|0,650|0,000|0,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
831|Sandtorte klein, Kasten|||Stück|4,450|0,000|4,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
832|Sandtorte groß, rund|||Stück|6,850|0,000|6,850|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
832a|Sandkuchen, groß, Kasten|||Stück|7,200|0,000|7,200|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
832b|Sandtorte groß, Kasten, gefüll|||Stück|16,550|0,000|16,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
833|Bibeltorte 40 x 60 cm|||Stück|72,800|0,000|72,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
834|Sahnetorte mit Bibel - Konfi.|||Stück|34,200|0,000|34,200|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
835|Bienenstich-Torte (28 cm)|||Stück|14,350|0,000|14,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
838|*Ökiss bio|||Stück|52,350|0,000|52,350|0,000||||||||||||||15.07.2020||||60 g|872,500|87,250|DINKELMEHL TYPE 630 BIO; Wasser; Leinsaat bio; Gerstenmalzsirup bio; Sonnenblumenöl gedämpft kbA; Salz; Hirse bio; Leinsaat braun bio; Reis natur rund bio; ROGGEN BIO; Sonnenblumenkerne bio; BACKNATUR BRÖTCHENPLUS KBA (Rohrzucker*, WEIZENGLUTEN*, WEIZENM|EHL*, ROGGENMEHL*, GERSTENMALZ*, Emulgator: Sonnenblumenlecithin, WEIZENSTÄRKE*, Enzyme (Schimmelpilzamylasen, nicht GVO), Mehlbehandlungsmittel: Ascorbinsäure); Bio-Realhefe bio|||Ø je 100 g:  Energie: 1163 kJ / 278 kcal  /  Fett: 5,7 g  /  davon ges. Fettsäuren: 0,7 g  /  Kohlenhydrate: 44,9 g  /  davon Zucker: 2,1 g  /  Ballaststoffe: 4,3 g  /  Eiweiß: 9,2 g  /  Salz: 1,6 g  /  Broteinheiten (BE): 3,7  /  1 BE entspricht: 27 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Gerste, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: DINKELMEHL TYPE 630 BIO, BACKNATUR BRÖTCHENPLUS KBA, ROGGEN BIO"||||||||||||||||||||||||||||||||||1163|278|9,23 g|5,72 g|44,88 g|0,66 g|2,09 g|4,27 g|1,57 g|3,74|26,74 g|Gluten
840|Sonderbestellung|||Stück|4,050|0,000|4,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
841|Dinkelganz. m. Möhren-Meter|||Stück|6,950|0,000|6,950|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
842| Buernjungs|||Stück|0,400|0,000|0,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
